user_id,event_name,timestamp,revenue
U00000,view_landing_page,2025-03-18 11:00:00,0.0
U00001,view_landing_page,2025-02-18 18:00:00,0.0
U00002,view_landing_page,2025-03-21 18:00:00,0.0
U00002,add_to_cart,2025-03-21 18:09:00,0.0
U00003,view_landing_page,2025-02-08 08:00:00,0.0
U00003,add_to_cart,2025-02-08 08:02:00,0.0
U00003,checkout_start,2025-02-08 08:03:00,0.0
U00004,view_landing_page,2025-03-31 11:00:00,0.0
U00004,add_to_cart,2025-03-31 11:06:00,0.0
U00004,checkout_start,2025-03-31 11:08:00,0.0
U00005,view_landing_page,2025-01-25 12:00:00,0.0
U00005,add_to_cart,2025-01-25 12:02:00,0.0
U00006,view_landing_page,2025-03-02 15:00:00,0.0
U00006,add_to_cart,2025-03-02 15:07:00,0.0
U00007,view_landing_page,2025-03-22 09:00:00,0.0
U00007,add_to_cart,2025-03-22 09:06:00,0.0
U00008,view_landing_page,2025-03-09 10:00:00,0.0
U00008,add_to_cart,2025-03-09 10:07:00,0.0
U00009,view_landing_page,2025-02-18 08:00:00,0.0
U00010,view_landing_page,2025-01-04 14:00:00,0.0
U00011,view_landing_page,2025-02-26 09:00:00,0.0
U00011,add_to_cart,2025-02-26 09:03:00,0.0
U00012,view_landing_page,2025-01-27 10:00:00,0.0
U00013,view_landing_page,2025-01-24 15:00:00,0.0
U00013,add_to_cart,2025-01-24 15:09:00,0.0
U00013,checkout_start,2025-01-24 15:13:00,0.0
U00014,view_landing_page,2025-03-09 09:00:00,0.0
U00015,view_landing_page,2025-03-07 20:00:00,0.0
U00016,view_landing_page,2025-03-16 16:00:00,0.0
U00017,view_landing_page,2025-03-23 08:00:00,0.0
U00017,add_to_cart,2025-03-23 08:10:00,0.0
U00018,view_landing_page,2025-01-17 11:00:00,0.0
U00019,view_landing_page,2025-02-17 09:00:00,0.0
U00019,add_to_cart,2025-02-17 09:05:00,0.0
U00020,view_landing_page,2025-02-07 09:00:00,0.0
U00021,view_landing_page,2025-02-24 11:00:00,0.0
U00021,add_to_cart,2025-02-24 11:06:00,0.0
U00021,checkout_start,2025-02-24 11:07:00,0.0
U00022,view_landing_page,2025-01-21 14:00:00,0.0
U00022,add_to_cart,2025-01-21 14:03:00,0.0
U00022,checkout_start,2025-01-21 14:05:00,0.0
U00023,view_landing_page,2025-02-12 17:00:00,0.0
U00024,view_landing_page,2025-03-16 11:00:00,0.0
U00024,add_to_cart,2025-03-16 11:03:00,0.0
U00024,checkout_start,2025-03-16 11:04:00,0.0
U00024,purchase,2025-03-16 11:07:00,49.99
U00024,purchase,2025-04-15 11:07:00,49.99
U00025,view_landing_page,2025-01-08 10:00:00,0.0
U00026,view_landing_page,2025-02-19 16:00:00,0.0
U00027,view_landing_page,2025-01-13 09:00:00,0.0
U00027,add_to_cart,2025-01-13 09:04:00,0.0
U00027,checkout_start,2025-01-13 09:08:00,0.0
U00028,view_landing_page,2025-01-25 16:00:00,0.0
U00028,add_to_cart,2025-01-25 16:08:00,0.0
U00028,checkout_start,2025-01-25 16:13:00,0.0
U00029,view_landing_page,2025-02-18 08:00:00,0.0
U00030,view_landing_page,2025-02-20 13:00:00,0.0
U00031,view_landing_page,2025-02-23 20:00:00,0.0
U00031,add_to_cart,2025-02-23 20:04:00,0.0
U00031,checkout_start,2025-02-23 20:05:00,0.0
U00032,view_landing_page,2025-03-31 19:00:00,0.0
U00032,add_to_cart,2025-03-31 19:06:00,0.0
U00032,checkout_start,2025-03-31 19:07:00,0.0
U00033,view_landing_page,2025-02-16 14:00:00,0.0
U00034,view_landing_page,2025-01-31 16:00:00,0.0
U00034,add_to_cart,2025-01-31 16:06:00,0.0
U00034,checkout_start,2025-01-31 16:09:00,0.0
U00035,view_landing_page,2025-02-20 20:00:00,0.0
U00035,add_to_cart,2025-02-20 20:04:00,0.0
U00035,checkout_start,2025-02-20 20:06:00,0.0
U00036,view_landing_page,2025-03-28 13:00:00,0.0
U00036,add_to_cart,2025-03-28 13:02:00,0.0
U00037,view_landing_page,2025-01-13 14:00:00,0.0
U00037,add_to_cart,2025-01-13 14:05:00,0.0
U00037,checkout_start,2025-01-13 14:06:00,0.0
U00037,purchase,2025-01-13 14:10:00,49.99
